atleta_id,apelido,ano,rodada_id,clube_id,posicao_id,status_pre,status_inicial,preco_num,variacao_num,media_num,jogos_num,pontos_num,minutos_jogados,entrou_em_campo,home_dummy,opponent,match_id,G,A,SG,FF,FT,FD,DD,DP,DE,DS,FS,PS,GS,GC,CA,CV,FC,I,PP,PC
11687,Ubirajara Henriques,2024,36,110,3,Provável,titular,3.27,0.1,0.82,9,0.0,104.0,True,1.0,112.0,900867,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10826,Murilo Bittencourt,2022,20,127,5,Nulo,0,2.67,0.0,0.86,15,0.0,0.0,False,1.0,125.0,900339,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11879,Diego Siqueira 2,2025,13,109,2,Nulo,0,7.69,0.0,7.77,3,0.0,0.0,False,1.0,107.0,901224,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11351,Fabrício Jardim,2023,23,102,4,Nulo,reserva,1.48,0.0,3.07,3,0.0,0.0,False,,888.0,900715,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10543,Sérgio Yamamoto,2024,33,101,3,Dúvida,0,4.98,0.0,2.31,23,0.0,0.0,False,1.0,111.0,900944,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10779,Douglas Ubaldo,2025,25,105,6,Provável,0,8.68,0.72,4.67,12,8.05,96.0,True,1.0,102.0,901411,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10817,Norberto Ramos,2023,31,110,2, Nulo ,reserva,10.16,1.58,6.21,14,10.0,16.0,True,0.0,118.0,900540,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11414,Gustavo Vasques,2022,15,123,4,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,118.0,900211,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10960,Samuel Escobar,2022,2,122,1,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,0.0,103.0,900024,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11139,Juliano Dantas,2022,38,118,4,Nulo,0,1.0,0.0,0.0,0,0.0,,False,1.0,108.0,900288,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10113,QUINTINO GOMES,2022,31,124,2,Provável,titular,6.83,0.6,2.82,25,5.7,100.0,True,0.0,111.0,900101,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11128,Alan Iglesias,2022,16,107,4,Provável,titular,5.91,-0.44,2.54,12,0.8,93.0,True,0.0,125.0,900257,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11429,Leandro Jardim,2022,21,109,1,Nulo,0,2.0,0.0,0.0,0,0.0,0.0,False,0.0,121.0,900350,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11177,Zeca Xerez,2025,28,116,1,Nulo,0,2.0,0.0,0.0,0,0.0,0.0,False,1.0,104.0,901488,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11428,Geraldo Escobar,2023,9,103,4,Nulo,0,2.14,0.0,0.03,3,0.0,0.0,False,0.0,123.0,900569,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325,Cléber Xerez,2022,5,107,2,Nulo,reserva,4.78,-0.75,2.17,3,0.5,41.0,True,1.0,105.0,900124,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10032,Nícolas Antunes,2022,24,111,5,Provável,titular,20.31,1.73,6.14,20,13.4,95.0,True,0.0,123.0,900371,1.0,0.0,0.0,2.0,0.0,3.0,,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11744,Kaique Dantas,2023,10,121,2,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,109.0,900596,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10186,Wesley Klein,2023,2,109,3,Nulo,reserva,7.0,0.0,0.0,0,0.0,0.0,False,1.0,111.0,900404,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11074,Danilo Henriques,2023,26,113,4,Contundido,0,4.0,0.0,0.0,0,0.0,0.0,False,0.0,114.0,900756,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11125,Leandro Henriques,2023,10,107,2,Nulo,reserva,4.06,0.0,2.97,3,0.0,0.0,False,0.0,108.0,900585,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10932,Ivan Barbosa,2025,13,111,4,Provável,titular,5.67,-0.37,2.38,9,3.2,64.0,True,0.0,104.0,901228,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12095,Elias Werneck 2,2025,22,125,3,Nulo,reserva,1.0,0.0,0.0,0,0.0,0.0,False,0.0,114.0,901247,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10680,Emerson Ubaldo,2025,1,103,4,Nulo,reserva,4.61,-0.39,1.5,1,1.5,480.0,True,0.0,104.0,901148,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10443,Tiago Guimarães,2022,3,124,5,Nulo,0,8.0,0.0,0.0,0,0.0,29.0,False,0.0,125.0,900058,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11146,Osvaldo Duarte,2024,3,105,4,Contundido,titular,7.41,0.22,2.65,2,5.9,100.0,True,1.0,106.0,900784,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
10725,Breno Escobar,2022,2,110,3,PROVÁVEL,titular,13.34,2.34,14.3,1,14.3,94.0,True,1.0,126.0,900023,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11287,Théo Hollanda,2024,13,110,2,Nulo,0,5.63,0.0,4.0,3,0.0,0.0,False,0.0,127.0,901019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10607,Nícolas Ferreira,2024,11,112,4,Nulo,reserva,4.8,0.0,3.25,4,0.0,0.0,False,0.0,104.0,900963,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11599,Kaique Iglesias,2024,37,120,2,Nulo,0,2.0,0.0,0.0,0,0.0,0.0,False,1.0,110.0,900838,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11899,Alan Machado 2,2025,12,109,2,Nulo,reserva,6.05,-0.37,4.28,5,-1.0,0.0,False,0.0,125.0,901199,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11049,Joaquim Aguiar,2023,20,114,4,Contundido,0,"3,85",0.0,3.96,11,0.0,0.0,False,1.0,125.0,900626,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11487,Heitor Queiroz,2023,32,127,4,Provável,titular,4.4,-0.33,2.88,25,0.4,77.0,True,0.0,109.0,900573,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11189,Sérgio Vasques,2022,5,115,5,Provável,titular,3.54,-0.05,2.48,5,3.2,96.0,True,1.0,114.0,900126,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10623,Gustavo Gomes,2023,30,102,4,Provável,titular,5.23,0.27,2.16,28,1.8,94.0,True,1.0,127.0,900511,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11971,Kaique Esteves 2,2025,12,111,5,Contundido,0,2.0,0.0,0.0,0,0.0,0.0,False,,,901196,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10749,Pedro Zanetti,2024,1,104,4,Nulo,titular,6.55,0.55,4.6,1,4.6,97.0,True,0.0,114.0,900761,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
11841,Sérgio Ferreira 2,2024,38,126,5,Nulo,0,1.54,0.0,0.56,13,0.0,0.0,True,0.0,104.0,900813,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10749,PEDRO ZANETTI,2025,23,104,4,Provável,titular,7.67,1.21,4.4,19,12.4,97.0,True,1.0,112.0,901318,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10674,Fabrício Werneck,2025,10,102,5,Nulo,0,10.71,0.0,5.28,8,0.0,0.0,False,,,901352,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11483,Anderson Ferreira,2024,7,101,4,Nulo,reserva,"2,0",0.0,0.0,0,0.0,0.0,False,0.0,106.0,900855,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11381,Norberto Queiroz,2023,18,113,4,Provável,titular,12.29,0.43,5.37,16,3.9,77.0,True,0.0,106.0,900531,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10501,Douglas Cardoso,2025,14,112,2,Nulo,reserva,15.87,0.65,8.5,10,5.7,33.0,True,0.0,105.0,901261,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11235,Cléber Barbosa,2023,9,112,4,Nulo,reserva,4.0,0.0,0.0,0,0.0,0.0,False,1.0,999.0,900565,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10216,Hugo Nogueira,2024,28,102,2,Nulo,reserva,8.33,0.77,4.17,3,7.5,40.0,True,1.0,113.0,901095,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10282,Anderson Bittencourt,2024,11,113,2,Provável,titular,6.2,-0.87,1.4,3,-0.3,96.0,True,1.0,114.0,900961,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11859,Zeca Antunes 2,2024,36,106,1,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,126.0,900865,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10920,Caio Queiroz,2023,4,103,3,NULO,reserva,3.0,0.0,0.0,0,0.0,0.0,False,1.0,125.0,900453,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10424,Kléber Aguiar,2022,27,102,9,Provável,titular,4.03,-0.53,1.55,19,0.2,47.0,True,1.0,121.0,900045,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10363,Felipe Oliveira,2024,38,101,5,Provável,titular,7.37,1.49,2.95,19,10.4,83.0,True,1.0,116.0,900814,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10736,Rafael Cardoso,2023,19,120,4,Provável,0,7.09,0.0,4.84,14,0.0,,False,1.0,127.0,900593,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10465,Matheus Aguiar,2025,29,106,3,Nulo,nao_relacionado,5.2,0.0,1.93,4,0.0,0.0,False,1.0,105.0,901492,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11915,Quintino Gomes 2,2025,22,128,3,Provável,titular,5.3,-0.48,4.21,20,4.5,89.0,True,1.0,104.0,901245,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10992,Adriel Werneck,2024,15,120,2,Dúvida,reserva,"6,62",-0.92,3.53,12,0.0,8.0,True,0.0,126.0,901079,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10821,Ulisses Fontes,2024,23,126,5,Nulo,titular,3.17,0.0,1.5,13,1.2,27.0,True,1.0,114.0,900959,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10987,Ivan Jardim,2022,22,125,5,Nulo,0,2.0,0.0,0.0,0,0.0,0.0,False,0.0,124.0,900357,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11068,Lucas Vasques,2025,7,114,2,Contundido,0,6.0,0.0,0.0,0,0.0,0.0,False,0.0,103.0,901273,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12076,Valter Nogueira 2,2025,23,125,4,Nulo,0,1.05,0.0,0.0,0,1.33,0.0,False,1.0,116.0,901319,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11071,Pedro Aguiar,2023,9,110,3,Provável,titular,2.14,-0.42,2.42,5,1.2,99.0,True,0.0,105.0,900560,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10749,Pedro Zanetti,2023,15,109,4,Nulo,0,7.0,0.0,0.0,0,0.0,0.0,False,0.0,108.0,900437,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10854,Ícaro Vasques,2023,34,110,5,Nulo,reserva,3.37,0.36,1.52,10,3.6,32.0,True,1.0,102.0,900644,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10046,Ícaro Henriques,2023,22,103,2,Contundido,0,7.73,0.0,3.86,16,0.0,0.0,False,1.0,107.0,900683,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,Wagner Ferreira,2023,9,120,3,Nulo,0,"4,0",0.0,0.0,0,0.0,,False,1.0,102.0,900567,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11033,Cauã Klein,2025,12,107,4,Nulo,0,8.45,0.0,2.43,7,0.0,0.0,False,1.0,888.0,901193,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10573,Wagner Antunes,2023,5,118,4,Nulo,0,4.0,0.0,0.0,0,0.0,0.0,False,0.0,101.0,900464,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,Otávio Duarte,2024,25,105,4,Provável,titular,3.2,-0.06,0.52,5,1.7,98.0,True,1.0,108.0,901004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12069,Wagner Iglesias 2,2025,12,105,5,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,124.0,901191,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11160,Ubirajara Oliveira,2023,15,114,1,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,1.0,107.0,900444,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10246,Zeca Cardoso,2022,6,123,5,Nulo,titular,3.15,-0.29,-0.7,2,-0.8,64.0,True,0.0,121.0,900180,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10568,Felipe Nogueira,2022,14,125,4,Contundido,0,0.73,-0.28,-0.08,9,-3.0,6.0,True,0.0,111.0,900181,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11268,Kaique Nogueira,2022,18,107,6,Provável,0,13.45,0.26,6.25,17,7.27,0.0,True,0.0,123.0,900311,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11248,Cléber Nogueira,2025,25,115,5,Nulo,0,6.57,0.0,4.08,20,0.0,0.0,False,1.0,114.0,901420,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10630,Kaique Gomes,2024,35,125,5,Nulo,reserva,7.43,-0.84,4.57,27,0.9,31.0,True,1.0,101.0,900908,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11271,Ulisses Antunes,2022,16,108,4,Nulo,0,3.87,0.0,2.0,5,0.0,0.0,False,0.0,111.0,900251,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11078,Otávio Gomes,2024,25,112,3,Nulo,reserva,4.92,-0.39,3.3,13,0.0,9.0,True,1.0,126.0,901002,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11068,Lucas Vasques,2023,12,121,4,Provável,titular,9.36,-0.6,4.16,12,1.2,98.0,True,,,900636,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
11658,Rafael Jardim,2025,11,101,4,Nulo,0,3.0,0.0,0.0,0,0.0,0.0,False,1.0,125.0,901161,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11170,Ulisses Jardim,2023,29,112,4,NULO,reserva,2.09,0.57,-0.3,3,1.2,5.0,True,,,900485,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10435,Yago Zanetti,2023,27,121,4,Nulo,0,5.85,0.0,3.17,11,0.0,0.0,False,1.0,127.0,900398,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11825,HUGO TAVARES 2,2024,15,107,5,Provável,titular,8.43,0.57,7.05,15,13.4,74.0,True,1.0,104.0,901076,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10246,Zeca Cardoso,2022,7,123,5,Dúvida,titular,4.61,1.46,1.77,3,6.7,99.0,True,1.0,102.0,900191,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
11410,Danilo Aguiar,2022,29,107,3,Nulo,0,"2,0",0.0,0.0,0,0.0,,False,0.0,102.0,900085,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11340,QUINTINO MACHADO,2024,34,114,1,Nulo,reserva,3.48,0.0,-1.0,0,0.0,0.0,False,0.0,106.0,900925,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10505,Gustavo Queiroz,2022,31,109,5,Nulo,reserva,3.59,0.0,2.25,15,0.0,0.0,False,1.0,115.0,900105,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11672,Osvaldo Gomes,2023,10,105,3,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,0.0,118.0,900590,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10075,Murilo Jardim,2022,35,127,2,Contundido,0,4.29,0.0,1.76,15,0.0,0.0,False,0.0,102.0,900165,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11136,Adriel Oliveira,2022,27,118,4,Nulo,0,1.45,0.0,0.13,4,0.0,,False,0.0,110.0,900043,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11912,Brandão Fontes 2,2025,1,124,5,Nulo,reserva,3.0,0.0,0.0,0,0.0,0.0,False,0.0,110.0,901145,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11728,Osvaldo Henriques,2023,32,110,5,Nulo,0,1.0,0.0,0.0,0,0.0,,False,1.0,103.0,900574,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11294,Samuel Siqueira,2023,6,106,4,Nulo,reserva,2.94,0.18,1.3,4,1.4,37.0,True,,,900501,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11089,Kaique Machado,2025,8,108,2,Nulo,0,4.0,0.0,0.0,0,0.0,0.0,False,0.0,107.0,901302,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11086,Murilo Esteves,2022,8,108,4,Provável,titular,7.86,1.73,3.83,6,10.9,76.0,True,,,900223,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
11179,Kaique Carvalho,2025,10,108,4,Nulo,reserva,3.99,-0.5,1.06,5,0.0,30.0,True,1.0,128.0,901354,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10254,Cléber Werneck,2022,4,102,4,Nulo,reserva,"3,35",0.0,0.63,3,0.0,0.0,False,1.0,115.0,900075,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11022,Anderson Ramos,2024,9,103,2,Nulo,reserva,6.45,0.0,9.0,1,0.0,0.0,False,1.0,108.0,900916,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11946,Théo Lacerda 2,2024,27,110,4,Nulo,0,1.0,0.0,0.0,0,0.0,0.0,False,0.0,111.0,901062,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11861,Bento Cardoso 2,2024,32,126,5,Nulo,0,0.89,0.0,0.0,1,0.0,,False,1.0,111.0,900989,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
